interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-54920,10/19/2025,CUS-1996,Small Business Elite,Preferred,60,Credit Line,Call,AGT-105,37,-0.61,233,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-63554,4/30/2025,CUS-8421,Small Business Elite,Mass Market,14,Fraud Ops,Call,AGT-115,23,-0.89,2978,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-40040,11/17/2025,CUS-6441,Everyday Blue,Private Wealth,11,Transaction Disputes,Chat,AGT-103,15,0.63,1238,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-57332,4/16/2025,CUS-9694,Everyday Blue,Private Wealth,36,VIP Services,Call,AGT-131,12,-0.4,3341,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-62509,6/1/2025,CUS-3866,Everyday Blue,Affluent,15,Tech Support,Chat,AGT-145,6,-0.61,131,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-84072,5/19/2025,CUS-8128,Everyday Blue,Private Wealth,24,Fraud Ops,Call,AGT-122,7,0.06,2223,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-98652,12/20/2025,CUS-6821,Everyday Blue,Private Wealth,58,Credit Line,Chat,AGT-127,9,-0.9,2501,Escalated to Lead,Y,Supervisor,Customer,,I can't afford to buy food,Risk_Vulnerability,Valid_Escalation
INT-43260,10/27/2025,CUS-9129,Everyday Blue,Preferred,4,Collections,Call,AGT-113,42,-0.76,82,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-53746,6/4/2025,CUS-4259,Everyday Blue,Private Wealth,86,General Inquiry,Chat,AGT-149,14,-0.6,1708,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-30523,11/19/2025,CUS-8200,Travel Platinum,Mass Market,119,Account Access,Call,AGT-116,16,0.68,1672,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-67253,2/28/2025,CUS-3439,Everyday Blue,Affluent,11,Transaction Disputes,Call,AGT-122,28,0.17,2208,Escalated to Trust & Safety,N,None,None,,,Normal,Invalid_Disposition
INT-41529,12/11/2025,CUS-3264,Everyday Blue,Preferred,90,Collections,Chat,AGT-130,33,-0.48,295,Escalated to Lead,Y,Tier 3,None,,I can't afford to buy food,Risk_Vulnerability,Valid_Escalation
INT-44865,3/26/2025,CUS-7602,Reserve Infinite,Preferred,54,Credit Line,Call,AGT-127,23,-0.56,1413,Escalated to Lead,Y,Supervisor,Customer,,My partner passed away,Risk_Vulnerability,Valid_Escalation
INT-92160,12/30/2025,CUS-1408,Small Business Elite,Mass Market,97,Fraud Ops,Call,AGT-104,24,0.59,267,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-68580,11/13/2025,CUS-8956,Everyday Blue,Affluent,86,VIP Services,Call,AGT-129,8,-0.75,1093,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-14895,12/29/2025,CUS-1321,Small Business Elite,Mass Market,96,General Inquiry,Call,AGT-141,18,-0.47,1026,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-81287,11/14/2025,CUS-2113,Small Business Elite,Mass Market,106,Card Services,Call,AGT-145,3,0.13,2926,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-92716,9/9/2025,CUS-5416,Everyday Blue,Private Wealth,74,Card Services,Call,AGT-100,8,-0.37,2794,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-18621,5/14/2025,CUS-6188,Everyday Blue,Affluent,101,Card Services,Call,AGT-111,15,-0.92,2560,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-89803,11/30/2025,CUS-9222,Reserve Infinite,Affluent,5,Transaction Disputes,Call,AGT-137,43,-0.4,3460,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-88372,12/5/2025,CUS-9141,Reserve Infinite,Preferred,119,Card Services,Chat,AGT-125,21,0.57,2227,Resolved,N,None,Customer,You are not compliant with the law,,Legal_Implied_FAILURE_NoTransfer,Missed_Escalation
INT-74595,6/1/2025,CUS-4664,Travel Platinum,Mass Market,83,Collections,Call,AGT-104,32,-0.6,2477,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-67542,10/17/2025,CUS-2970,Reserve Infinite,Mass Market,105,Collections,Call,AGT-126,10,-0.24,2339,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-48353,1/21/2026,CUS-2672,Small Business Elite,Affluent,53,Card Services,Call,AGT-124,32,0.91,668,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-38348,7/8/2025,CUS-8945,Small Business Elite,Mass Market,37,Account Access,Chat,AGT-103,11,-0.03,2398,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-44887,2/1/2026,CUS-5067,Travel Platinum,Affluent,30,Credit Line,Chat,AGT-111,31,0.52,1849,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-33988,2/8/2026,CUS-4455,Small Business Elite,Preferred,95,Fraud Ops,Chat,AGT-144,14,0.93,2803,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-87460,6/11/2025,CUS-5736,Small Business Elite,Mass Market,75,Collections,Call,AGT-136,28,0.82,2560,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Reporting you to the FTC,,Legal_Explicit Regulatory,Valid_Escalation
INT-68467,9/6/2025,CUS-1240,Reserve Infinite,Affluent,9,Tech Support,Call,AGT-145,4,0.65,1141,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-31645,2/21/2025,CUS-8058,Reserve Infinite,Mass Market,109,Transaction Disputes,Call,AGT-142,26,-0.72,937,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-71245,5/19/2025,CUS-1835,Small Business Elite,Affluent,66,General Inquiry,Call,AGT-129,27,0.64,2274,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-32482,10/1/2025,CUS-2731,Small Business Elite,Affluent,12,Account Access,Call,AGT-126,24,-0.89,708,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-96606,11/29/2025,CUS-1449,Everyday Blue,Affluent,81,VIP Services,Call,AGT-142,18,0.26,449,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-81532,12/31/2025,CUS-2371,Travel Platinum,Mass Market,31,Fraud Ops,Chat,AGT-123,40,0.37,3135,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-90636,12/16/2025,CUS-9404,Travel Platinum,Private Wealth,77,Card Services,Chat,AGT-132,11,0.77,3255,Customer Education,N,None,Agent,,,Normal,No_Escalation_Required
INT-86639,1/15/2026,CUS-8349,Small Business Elite,Mass Market,116,Tech Support,Call,AGT-109,42,0.79,402,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-68255,11/1/2025,CUS-1367,Reserve Infinite,Mass Market,94,Collections,Call,AGT-134,43,0.01,2467,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-47980,10/11/2025,CUS-9326,Everyday Blue,Affluent,4,Tech Support,Call,AGT-104,14,0.94,1694,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-44083,11/19/2025,CUS-5982,Small Business Elite,Mass Market,69,Collections,Call,AGT-108,40,-0.68,552,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-69151,9/4/2025,CUS-6833,Everyday Blue,Preferred,67,Transaction Disputes,Call,AGT-132,19,0.47,1014,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-84853,9/25/2025,CUS-8214,Reserve Infinite,Affluent,65,Transaction Disputes,Call,AGT-123,33,-0.12,107,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-80660,11/27/2025,CUS-3827,Reserve Infinite,Private Wealth,8,Tech Support,Call,AGT-101,17,-0.48,251,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-64891,2/3/2026,CUS-8771,Reserve Infinite,Affluent,41,Account Access,Chat,AGT-130,25,0.33,3454,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-33570,6/4/2025,CUS-4095,Everyday Blue,Mass Market,49,Card Services,Call,AGT-136,30,-0.83,2499,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-62852,4/22/2025,CUS-2499,Small Business Elite,Mass Market,98,Collections,Chat,AGT-141,34,0.34,706,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-76964,10/24/2025,CUS-9186,Travel Platinum,Preferred,87,Fraud Ops,Chat,AGT-137,11,-0.46,737,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-88630,4/26/2025,CUS-7938,Travel Platinum,Affluent,72,General Inquiry,Chat,AGT-132,40,-0.7,3034,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-61393,4/21/2025,CUS-8817,Reserve Infinite,Preferred,86,Account Access,Call,AGT-140,16,-0.9,236,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-87180,8/23/2025,CUS-6810,Everyday Blue,Private Wealth,30,VIP Services,Call,AGT-145,11,-0.76,3297,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-21591,7/4/2025,CUS-7938,Everyday Blue,Mass Market,15,Fraud Ops,Call,AGT-122,41,-0.15,2084,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-82331,7/23/2025,CUS-5065,Reserve Infinite,Preferred,23,Fraud Ops,Call,AGT-131,24,-0.43,3371,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-82510,9/8/2025,CUS-4672,Reserve Infinite,Preferred,43,Card Services,Call,AGT-146,26,-0.25,498,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-70324,4/5/2025,CUS-7523,Everyday Blue,Preferred,24,Card Services,Chat,AGT-118,39,0.28,2537,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-65264,9/18/2025,CUS-5637,Reserve Infinite,Mass Market,107,Collections,Call,AGT-139,15,-0.25,2299,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-42591,5/21/2025,CUS-5338,Everyday Blue,Mass Market,120,Collections,Chat,AGT-139,16,-0.14,1148,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-69383,6/17/2025,CUS-9383,Small Business Elite,Private Wealth,40,Fraud Ops,Chat,AGT-109,37,-0.87,107,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-30047,11/3/2025,CUS-6538,Travel Platinum,Private Wealth,14,Card Services,Chat,AGT-124,6,-0.72,1516,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-86021,4/14/2025,CUS-4983,Travel Platinum,Preferred,106,Collections,Call,AGT-140,35,-0.19,2282,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-81658,4/14/2025,CUS-3048,Everyday Blue,Affluent,1,Account Access,Call,AGT-132,15,0.94,3293,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-39098,6/14/2025,CUS-5356,Small Business Elite,Affluent,69,Tech Support,Call,AGT-125,18,0.07,2115,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-39878,3/7/2025,CUS-1673,Everyday Blue,Private Wealth,113,Account Access,Call,AGT-127,13,-0.73,1118,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-61798,1/23/2026,CUS-8856,Reserve Infinite,Preferred,20,General Inquiry,Call,AGT-148,6,0.05,2525,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-85464,9/29/2025,CUS-2116,Everyday Blue,Affluent,55,VIP Services,Call,AGT-101,20,0.25,319,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-21689,10/16/2025,CUS-5913,Travel Platinum,Private Wealth,10,VIP Services,Chat,AGT-113,16,1,522,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-86873,8/15/2025,CUS-5067,Everyday Blue,Affluent,46,VIP Services,Call,AGT-142,32,0.51,2516,Requires More Info,N,None,Agent,,,Normal,No_Escalation_Required
INT-93898,9/14/2025,CUS-3674,Small Business Elite,Mass Market,106,Collections,Call,AGT-113,27,-0.62,502,Ticket Closed,N,None,Agent,,Shut up and listen,Risk_Abuse,Missed_Escalation
INT-40493,6/27/2025,CUS-4495,Travel Platinum,Preferred,61,Fraud Ops,Call,AGT-146,57,-0.18,61,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-54791,11/30/2025,CUS-4056,Reserve Infinite,Mass Market,32,Collections,Call,AGT-102,40,0.84,1375,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-82914,6/13/2025,CUS-9372,Travel Platinum,Affluent,13,Transaction Disputes,Chat,AGT-125,14,-0.34,3459,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Prepare for legal action,,Legal_Inexplicit,Valid_Escalation
INT-12874,5/8/2025,CUS-3712,Reserve Infinite,Affluent,47,Credit Line,Call,AGT-117,25,0.5,2089,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-28958,4/25/2025,CUS-5295,Everyday Blue,Preferred,16,General Inquiry,Call,AGT-139,8,-0.81,1362,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-95234,3/13/2025,CUS-1517,Reserve Infinite,Private Wealth,112,VIP Services,Call,AGT-112,10,0.39,1180,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-13703,8/20/2025,CUS-7822,Everyday Blue,Private Wealth,52,VIP Services,Chat,AGT-104,32,-0.06,3092,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-73470,7/18/2025,CUS-2070,Everyday Blue,Affluent,99,Collections,Call,AGT-133,42,-0.75,1119,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-87928,9/1/2025,CUS-9818,Everyday Blue,Mass Market,74,Transaction Disputes,Call,AGT-148,36,0.09,231,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-81657,3/22/2025,CUS-9864,Travel Platinum,Mass Market,117,Account Access,Call,AGT-146,9,-0.99,1701,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-70519,5/8/2025,CUS-3383,Travel Platinum,Private Wealth,13,Credit Line,Chat,AGT-117,15,-0.84,1169,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-64224,5/5/2025,CUS-9470,Travel Platinum,Mass Market,109,Account Access,Call,AGT-106,39,0.57,3499,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-52788,6/18/2025,CUS-4026,Small Business Elite,Private Wealth,118,VIP Services,Call,AGT-125,19,0.25,1145,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-81554,6/28/2025,CUS-7917,Travel Platinum,Preferred,79,Card Services,Call,AGT-142,35,0.08,3356,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-42633,5/7/2025,CUS-7485,Travel Platinum,Affluent,90,Fraud Ops,Chat,AGT-139,13,0.1,1336,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-76417,11/18/2025,CUS-7244,Small Business Elite,Mass Market,73,Credit Line,Call,AGT-119,10,0.38,429,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-52903,8/29/2025,CUS-6575,Everyday Blue,Preferred,76,General Inquiry,Call,AGT-116,45,0.96,3351,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-96495,2/15/2026,CUS-1807,Small Business Elite,Preferred,15,Card Services,Chat,AGT-107,44,0.23,3018,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-88526,12/14/2025,CUS-3958,Everyday Blue,Private Wealth,8,Fraud Ops,Chat,AGT-143,5,0.56,1539,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-42295,2/10/2026,CUS-7250,Reserve Infinite,Affluent,114,Fraud Ops,Chat,AGT-144,22,-0.91,524,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-19225,2/20/2025,CUS-8773,Everyday Blue,Private Wealth,11,Transaction Disputes,Call,AGT-127,20,0.37,313,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-39762,10/19/2025,CUS-9811,Travel Platinum,Mass Market,97,Credit Line,Call,AGT-149,39,0.11,1677,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-37150,7/29/2025,CUS-7901,Travel Platinum,Preferred,41,Fraud Ops,Chat,AGT-115,33,-0.18,2965,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-94884,1/13/2026,CUS-3060,Everyday Blue,Preferred,13,Collections,Chat,AGT-132,4,0.16,1402,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-58809,9/29/2025,CUS-1914,Small Business Elite,Mass Market,49,Transaction Disputes,Call,AGT-131,9,-0.76,161,Customer Education,N,None,Customer,,You represent a scam,Risk_Abuse,Missed_Escalation
INT-87872,10/1/2025,CUS-5933,Reserve Infinite,Mass Market,104,Collections,Chat,AGT-108,34,-0.4,2437,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-42796,2/1/2026,CUS-3931,Reserve Infinite,Affluent,7,Card Services,Chat,AGT-118,12,0.84,1596,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-99444,10/24/2025,CUS-5488,Everyday Blue,Private Wealth,101,Card Services,Chat,AGT-147,51,0.72,2572,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-67004,6/14/2025,CUS-8067,Travel Platinum,Affluent,64,Credit Line,Call,AGT-126,27,-0.9,3292,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-67121,1/17/2026,CUS-5294,Everyday Blue,Private Wealth,21,Tech Support,Call,AGT-100,32,0.64,1332,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-51254,1/27/2026,CUS-7940,Reserve Infinite,Affluent,111,Transaction Disputes,Call,AGT-123,32,-0.02,1874,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-54553,7/7/2025,CUS-9806,Reserve Infinite,Private Wealth,115,Account Access,Call,AGT-101,39,0.14,3265,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-50438,9/2/2025,CUS-6225,Small Business Elite,Affluent,29,General Inquiry,Chat,AGT-112,24,0.56,3358,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-89771,5/31/2025,CUS-1473,Everyday Blue,Mass Market,55,Fraud Ops,Call,AGT-108,13,-0.51,3264,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-58434,1/15/2026,CUS-5228,Small Business Elite,Mass Market,103,Account Access,Call,AGT-125,19,0.75,3268,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-27145,12/14/2025,CUS-4019,Reserve Infinite,Affluent,99,Tech Support,Call,AGT-126,12,-0.33,1244,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-17103,7/3/2025,CUS-2776,Reserve Infinite,Affluent,51,Fraud Ops,Call,AGT-140,47,-0.33,2551,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-55485,12/7/2025,CUS-4750,Everyday Blue,Private Wealth,119,Tech Support,Call,AGT-103,57,-0.98,2825,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-65770,7/29/2025,CUS-3625,Reserve Infinite,Private Wealth,110,Tech Support,Call,AGT-111,20,-0.76,683,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-48549,3/5/2025,CUS-3966,Small Business Elite,Private Wealth,98,Credit Line,Call,AGT-128,37,-0.14,2019,Ticket Closed,N,None,Agent,,,Normal,No_Escalation_Required
INT-96067,1/10/2026,CUS-8765,Reserve Infinite,Private Wealth,40,Fraud Ops,Chat,AGT-125,28,-0.73,1354,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-90382,4/28/2025,CUS-2103,Travel Platinum,Affluent,50,Account Access,Call,AGT-101,48,-0.79,784,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-46822,8/23/2025,CUS-2637,Travel Platinum,Preferred,12,Account Access,Chat,AGT-123,45,0.82,3548,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-75976,1/29/2026,CUS-5115,Everyday Blue,Affluent,69,Card Services,Chat,AGT-133,3,0.28,305,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-10802,4/19/2025,CUS-9795,Reserve Infinite,Private Wealth,2,Fraud Ops,Call,AGT-106,7,-0.05,2174,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-61915,2/1/2026,CUS-8883,Everyday Blue,Private Wealth,92,General Inquiry,Call,AGT-131,15,0.98,583,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-35674,9/1/2025,CUS-2296,Everyday Blue,Affluent,23,Tech Support,Call,AGT-136,19,0.19,1527,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-68207,2/19/2025,CUS-1223,Travel Platinum,Affluent,120,General Inquiry,Call,AGT-117,27,-0.11,3002,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-63549,3/12/2025,CUS-5310,Everyday Blue,Affluent,110,Transaction Disputes,Chat,AGT-110,49,0.28,1800,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-19979,10/19/2025,CUS-3412,Travel Platinum,Mass Market,94,Account Access,Call,AGT-107,31,0.84,279,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-36724,11/26/2025,CUS-9663,Reserve Infinite,Private Wealth,33,Transaction Disputes,Call,AGT-114,33,0.47,2020,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-54846,12/29/2025,CUS-4735,Small Business Elite,Affluent,56,Transaction Disputes,Chat,AGT-122,33,0.39,3048,Escalated to Trust & Safety,Y,Trust & Safety,Customer,I know this is illegal,,Legal_Implied,Valid_Escalation
INT-60576,7/21/2025,CUS-9721,Everyday Blue,Affluent,7,Credit Line,Chat,AGT-129,7,0.11,3414,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-93303,3/26/2025,CUS-3765,Small Business Elite,Affluent,48,Fraud Ops,Chat,AGT-116,29,0.9,776,Escalated to Trust & Safety,Y,Trust & Safety,Agent,This violates my consumer rights,,Legal_Implied,Valid_Escalation
